date,location,race,counts
1988-09-29,Keswick to ACID Dam,Spring,0
1988-09-29,ACID Dam to Highway 44 Bridge,Spring,37
1988-09-29,Highway 44 Bridge to Airport Road Bridge,Spring,89
1988-09-29,Airport Road Bridge to Balls Ferry Bridge,Spring,12
1988-09-29,Balls Ferry Bridge to Battle Creek,Spring,0
1988-09-29,Battle Creek to Jellys Ferry Bridge,Spring,5
1988-09-29,Jellys Ferry Bridge to Bend Bridge,Spring,4
1988-09-29,Bend Bridge to Red Bluff Diversion Dam,Spring,0
1988-09-29,Red Bluff Diversion Dam to Tehama Bridge,Spring,3
1988-09-29,Tehama Bridge To Woodson Bridge,Spring,1
1988-09-29,Woodson Bridge to Hamilton City Bridge,Spring,NA
1988-09-29,Hamilton City Bridge to Ord Ferry Bridge,Spring,NA
1988-09-29,Ord Ferry Bridge To Princeton Ferry,Spring,NA
1988-10-05,Keswick to ACID Dam,Fall,0
1988-10-05,ACID Dam to Highway 44 Bridge,Fall,130
1988-10-05,Highway 44 Bridge to Airport Road Bridge,Fall,275
1988-10-05,Airport Road Bridge to Balls Ferry Bridge,Fall,51
1988-10-05,Balls Ferry Bridge to Battle Creek,Fall,6
1988-10-05,Battle Creek to Jellys Ferry Bridge,Fall,18
1988-10-05,Jellys Ferry Bridge to Bend Bridge,Fall,16
1988-10-05,Bend Bridge to Red Bluff Diversion Dam,Fall,0
1988-10-05,Red Bluff Diversion Dam to Tehama Bridge,Fall,49
1988-10-05,Tehama Bridge To Woodson Bridge,Fall,5
1988-10-05,Woodson Bridge to Hamilton City Bridge,Fall,NA
1988-10-05,Hamilton City Bridge to Ord Ferry Bridge,Fall,NA
1988-10-05,Ord Ferry Bridge To Princeton Ferry,Fall,NA
1988-10-12,Keswick to ACID Dam,Fall,0
1988-10-12,ACID Dam to Highway 44 Bridge,Fall,218
1988-10-12,Highway 44 Bridge to Airport Road Bridge,Fall,529
1988-10-12,Airport Road Bridge to Balls Ferry Bridge,Fall,173
1988-10-12,Balls Ferry Bridge to Battle Creek,Fall,57
1988-10-12,Battle Creek to Jellys Ferry Bridge,Fall,80
1988-10-12,Jellys Ferry Bridge to Bend Bridge,Fall,91
1988-10-12,Bend Bridge to Red Bluff Diversion Dam,Fall,7
1988-10-12,Red Bluff Diversion Dam to Tehama Bridge,Fall,160
1988-10-12,Tehama Bridge To Woodson Bridge,Fall,26
1988-10-12,Woodson Bridge to Hamilton City Bridge,Fall,NA
1988-10-12,Hamilton City Bridge to Ord Ferry Bridge,Fall,NA
1988-10-12,Ord Ferry Bridge To Princeton Ferry,Fall,NA
1988-10-19,Keswick to ACID Dam,Fall,0
1988-10-19,ACID Dam to Highway 44 Bridge,Fall,280
1988-10-19,Highway 44 Bridge to Airport Road Bridge,Fall,565
1988-10-19,Airport Road Bridge to Balls Ferry Bridge,Fall,325
1988-10-19,Balls Ferry Bridge to Battle Creek,Fall,158
1988-10-19,Battle Creek to Jellys Ferry Bridge,Fall,145
1988-10-19,Jellys Ferry Bridge to Bend Bridge,Fall,171
1988-10-19,Bend Bridge to Red Bluff Diversion Dam,Fall,19
1988-10-19,Red Bluff Diversion Dam to Tehama Bridge,Fall,343
1988-10-19,Tehama Bridge To Woodson Bridge,Fall,101
1988-10-19,Woodson Bridge to Hamilton City Bridge,Fall,21
1988-10-19,Hamilton City Bridge to Ord Ferry Bridge,Fall,9
1988-10-19,Ord Ferry Bridge To Princeton Ferry,Fall,4
1988-10-20,Keswick to ACID Dam,Fall,0
1988-10-20,ACID Dam to Highway 44 Bridge,Fall,351
1988-10-20,Highway 44 Bridge to Airport Road Bridge,Fall,805
1988-10-20,Airport Road Bridge to Balls Ferry Bridge,Fall,352
1988-10-20,Balls Ferry Bridge to Battle Creek,Fall,209
1988-10-20,Battle Creek to Jellys Ferry Bridge,Fall,178
1988-10-20,Jellys Ferry Bridge to Bend Bridge,Fall,210
1988-10-20,Bend Bridge to Red Bluff Diversion Dam,Fall,45
1988-10-20,Red Bluff Diversion Dam to Tehama Bridge,Fall,373
1988-10-20,Tehama Bridge To Woodson Bridge,Fall,162
1988-10-20,Woodson Bridge to Hamilton City Bridge,Fall,NA
1988-10-20,Hamilton City Bridge to Ord Ferry Bridge,Fall,NA
1988-10-20,Ord Ferry Bridge To Princeton Ferry,Fall,NA
1988-10-26,Keswick to ACID Dam,Fall,0
1988-10-26,ACID Dam to Highway 44 Bridge,Fall,708
1988-10-26,Highway 44 Bridge to Airport Road Bridge,Fall,1329
1988-10-26,Airport Road Bridge to Balls Ferry Bridge,Fall,620
1988-10-26,Balls Ferry Bridge to Battle Creek,Fall,392
1988-10-26,Battle Creek to Jellys Ferry Bridge,Fall,365
1988-10-26,Jellys Ferry Bridge to Bend Bridge,Fall,333
1988-10-26,Bend Bridge to Red Bluff Diversion Dam,Fall,69
1988-10-26,Red Bluff Diversion Dam to Tehama Bridge,Fall,669
1988-10-26,Tehama Bridge To Woodson Bridge,Fall,295
1988-10-26,Woodson Bridge to Hamilton City Bridge,Fall,87
1988-10-26,Hamilton City Bridge to Ord Ferry Bridge,Fall,NA
1988-10-26,Ord Ferry Bridge To Princeton Ferry,Fall,NA
1988-11-04,Keswick to ACID Dam,Fall,0
1988-11-04,ACID Dam to Highway 44 Bridge,Fall,742
1988-11-04,Highway 44 Bridge to Airport Road Bridge,Fall,1574
1988-11-04,Airport Road Bridge to Balls Ferry Bridge,Fall,695
1988-11-04,Balls Ferry Bridge to Battle Creek,Fall,431
1988-11-04,Battle Creek to Jellys Ferry Bridge,Fall,410
1988-11-04,Jellys Ferry Bridge to Bend Bridge,Fall,377
1988-11-04,Bend Bridge to Red Bluff Diversion Dam,Fall,98
1988-11-04,Red Bluff Diversion Dam to Tehama Bridge,Fall,806
1988-11-04,Tehama Bridge To Woodson Bridge,Fall,455
1988-11-04,Woodson Bridge to Hamilton City Bridge,Fall,189
1988-11-04,Hamilton City Bridge to Ord Ferry Bridge,Fall,85
1988-11-04,Ord Ferry Bridge To Princeton Ferry,Fall,11
1989-01-18,Keswick to ACID Dam,Late-Fall,0
1989-01-18,ACID Dam to Highway 44 Bridge,Late-Fall,0
1989-01-18,Highway 44 Bridge to Airport Road Bridge,Late-Fall,13
1989-01-18,Airport Road Bridge to Balls Ferry Bridge,Late-Fall,6
1989-01-18,Balls Ferry Bridge to Battle Creek,Late-Fall,2
1989-01-18,Battle Creek to Jellys Ferry Bridge,Late-Fall,6
1989-01-18,Jellys Ferry Bridge to Bend Bridge,Late-Fall,1
1989-01-18,Bend Bridge to Red Bluff Diversion Dam,Late-Fall,11
1989-01-18,Red Bluff Diversion Dam to Tehama Bridge,Late-Fall,19
1989-01-18,Tehama Bridge To Woodson Bridge,Late-Fall,9
1989-01-18,Woodson Bridge to Hamilton City Bridge,Late-Fall,24
1989-01-18,Hamilton City Bridge to Ord Ferry Bridge,Late-Fall,12
1989-01-18,Ord Ferry Bridge To Princeton Ferry,Late-Fall,NA
1989-04-13,Keswick to ACID Dam,Late-Fall,4
1989-04-13,ACID Dam to Highway 44 Bridge,Late-Fall,1
1989-04-13,Highway 44 Bridge to Airport Road Bridge,Late-Fall,1
1989-04-13,Airport Road Bridge to Balls Ferry Bridge,Late-Fall,0
1989-04-13,Balls Ferry Bridge to Battle Creek,Late-Fall,0
1989-04-13,Battle Creek to Jellys Ferry Bridge,Late-Fall,0
1989-04-13,Jellys Ferry Bridge to Bend Bridge,Late-Fall,0
1989-04-13,Bend Bridge to Red Bluff Diversion Dam,Late-Fall,0
1989-04-13,Red Bluff Diversion Dam to Tehama Bridge,Late-Fall,2
1989-04-13,Tehama Bridge To Woodson Bridge,Late-Fall,0
1989-04-13,Woodson Bridge to Hamilton City Bridge,Late-Fall,NA
1989-04-13,Hamilton City Bridge to Ord Ferry Bridge,Late-Fall,NA
1989-04-13,Ord Ferry Bridge To Princeton Ferry,Late-Fall,NA
1989-04-21,Keswick to ACID Dam,Late-Fall,4
1989-04-21,ACID Dam to Highway 44 Bridge,Late-Fall,0
1989-04-21,Highway 44 Bridge to Airport Road Bridge,Late-Fall,0
1989-04-21,Airport Road Bridge to Balls Ferry Bridge,Late-Fall,0
1989-04-21,Balls Ferry Bridge to Battle Creek,Late-Fall,0
1989-04-21,Battle Creek to Jellys Ferry Bridge,Late-Fall,0
1989-04-21,Jellys Ferry Bridge to Bend Bridge,Late-Fall,0
1989-04-21,Bend Bridge to Red Bluff Diversion Dam,Late-Fall,0
1989-04-21,Red Bluff Diversion Dam to Tehama Bridge,Late-Fall,0
1989-04-21,Tehama Bridge To Woodson Bridge,Late-Fall,0
1989-04-21,Woodson Bridge to Hamilton City Bridge,Late-Fall,NA
1989-04-21,Hamilton City Bridge to Ord Ferry Bridge,Late-Fall,NA
1989-04-21,Ord Ferry Bridge To Princeton Ferry,Late-Fall,NA
1989-04-21,Keswick to ACID Dam,Winter,3
1989-04-21,ACID Dam to Highway 44 Bridge,Winter,0
1989-04-21,Highway 44 Bridge to Airport Road Bridge,Winter,0
1989-04-21,Airport Road Bridge to Balls Ferry Bridge,Winter,0
1989-04-21,Balls Ferry Bridge to Battle Creek,Winter,0
1989-04-21,Battle Creek to Jellys Ferry Bridge,Winter,0
1989-04-21,Jellys Ferry Bridge to Bend Bridge,Winter,0
1989-04-21,Bend Bridge to Red Bluff Diversion Dam,Winter,0
1989-04-21,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
1989-04-21,Tehama Bridge To Woodson Bridge,Winter,0
1989-04-21,Woodson Bridge to Hamilton City Bridge,Winter,NA
1989-04-21,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
1989-04-21,Ord Ferry Bridge To Princeton Ferry,Winter,NA
1989-04-26,Keswick to ACID Dam,Winter,0
1989-04-26,ACID Dam to Highway 44 Bridge,Winter,0
1989-04-26,Highway 44 Bridge to Airport Road Bridge,Winter,1
1989-04-26,Airport Road Bridge to Balls Ferry Bridge,Winter,0
1989-04-26,Balls Ferry Bridge to Battle Creek,Winter,0
1989-04-26,Battle Creek to Jellys Ferry Bridge,Winter,0
1989-04-26,Jellys Ferry Bridge to Bend Bridge,Winter,0
1989-04-26,Bend Bridge to Red Bluff Diversion Dam,Winter,0
1989-04-26,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
1989-04-26,Tehama Bridge To Woodson Bridge,Winter,0
1989-04-26,Woodson Bridge to Hamilton City Bridge,Winter,0
1989-04-26,Hamilton City Bridge to Ord Ferry Bridge,Winter,0
1989-04-26,Ord Ferry Bridge To Princeton Ferry,Winter,NA
1989-05-03,Keswick to ACID Dam,Winter,0
1989-05-03,ACID Dam to Highway 44 Bridge,Winter,0
1989-05-03,Highway 44 Bridge to Airport Road Bridge,Winter,3
1989-05-03,Airport Road Bridge to Balls Ferry Bridge,Winter,0
1989-05-03,Balls Ferry Bridge to Battle Creek,Winter,0
1989-05-03,Battle Creek to Jellys Ferry Bridge,Winter,0
1989-05-03,Jellys Ferry Bridge to Bend Bridge,Winter,1
1989-05-03,Bend Bridge to Red Bluff Diversion Dam,Winter,0
1989-05-03,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
1989-05-03,Tehama Bridge To Woodson Bridge,Winter,0
1989-05-03,Woodson Bridge to Hamilton City Bridge,Winter,NA
1989-05-03,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
1989-05-03,Ord Ferry Bridge To Princeton Ferry,Winter,NA
1989-05-25,Keswick to ACID Dam,Winter,0
1989-05-25,ACID Dam to Highway 44 Bridge,Winter,4
1989-05-25,Highway 44 Bridge to Airport Road Bridge,Winter,1
1989-05-25,Airport Road Bridge to Balls Ferry Bridge,Winter,0
1989-05-25,Balls Ferry Bridge to Battle Creek,Winter,0
1989-05-25,Battle Creek to Jellys Ferry Bridge,Winter,0
1989-05-25,Jellys Ferry Bridge to Bend Bridge,Winter,0
1989-05-25,Bend Bridge to Red Bluff Diversion Dam,Winter,0
1989-05-25,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
1989-05-25,Tehama Bridge To Woodson Bridge,Winter,0
1989-05-25,Woodson Bridge to Hamilton City Bridge,Winter,NA
1989-05-25,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
1989-05-25,Ord Ferry Bridge To Princeton Ferry,Winter,NA
1989-06-02,Keswick to ACID Dam,Winter,0
1989-06-02,ACID Dam to Highway 44 Bridge,Winter,4
1989-06-02,Highway 44 Bridge to Airport Road Bridge,Winter,4
1989-06-02,Airport Road Bridge to Balls Ferry Bridge,Winter,0
1989-06-02,Balls Ferry Bridge to Battle Creek,Winter,0
1989-06-02,Battle Creek to Jellys Ferry Bridge,Winter,0
1989-06-02,Jellys Ferry Bridge to Bend Bridge,Winter,0
1989-06-02,Bend Bridge to Red Bluff Diversion Dam,Winter,0
1989-06-02,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
1989-06-02,Tehama Bridge To Woodson Bridge,Winter,0
1989-06-02,Woodson Bridge to Hamilton City Bridge,Winter,NA
1989-06-02,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
1989-06-02,Ord Ferry Bridge To Princeton Ferry,Winter,NA
1989-06-07,Keswick to ACID Dam,Winter,0
1989-06-07,ACID Dam to Highway 44 Bridge,Winter,2
1989-06-07,Highway 44 Bridge to Airport Road Bridge,Winter,4
1989-06-07,Airport Road Bridge to Balls Ferry Bridge,Winter,0
1989-06-07,Balls Ferry Bridge to Battle Creek,Winter,0
1989-06-07,Battle Creek to Jellys Ferry Bridge,Winter,0
1989-06-07,Jellys Ferry Bridge to Bend Bridge,Winter,1
1989-06-07,Bend Bridge to Red Bluff Diversion Dam,Winter,0
1989-06-07,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
1989-06-07,Tehama Bridge To Woodson Bridge,Winter,NA
1989-06-07,Woodson Bridge to Hamilton City Bridge,Winter,NA
1989-06-07,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
1989-06-07,Ord Ferry Bridge To Princeton Ferry,Winter,NA
1989-06-14,Keswick to ACID Dam,Winter,0
1989-06-14,ACID Dam to Highway 44 Bridge,Winter,1
1989-06-14,Highway 44 Bridge to Airport Road Bridge,Winter,1
1989-06-14,Airport Road Bridge to Balls Ferry Bridge,Winter,1
1989-06-14,Balls Ferry Bridge to Battle Creek,Winter,0
1989-06-14,Battle Creek to Jellys Ferry Bridge,Winter,0
1989-06-14,Jellys Ferry Bridge to Bend Bridge,Winter,2
1989-06-14,Bend Bridge to Red Bluff Diversion Dam,Winter,0
1989-06-14,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
1989-06-14,Tehama Bridge To Woodson Bridge,Winter,0
1989-06-14,Woodson Bridge to Hamilton City Bridge,Winter,NA
1989-06-14,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
1989-06-14,Ord Ferry Bridge To Princeton Ferry,Winter,NA
1989-06-30,Keswick to ACID Dam,Winter,NA
1989-06-30,ACID Dam to Highway 44 Bridge,Winter,1
1989-06-30,Highway 44 Bridge to Airport Road Bridge,Winter,1
1989-06-30,Airport Road Bridge to Balls Ferry Bridge,Winter,0
1989-06-30,Balls Ferry Bridge to Battle Creek,Winter,0
1989-06-30,Battle Creek to Jellys Ferry Bridge,Winter,0
1989-06-30,Jellys Ferry Bridge to Bend Bridge,Winter,0
1989-06-30,Bend Bridge to Red Bluff Diversion Dam,Winter,0
1989-06-30,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
1989-06-30,Tehama Bridge To Woodson Bridge,Winter,NA
1989-06-30,Woodson Bridge to Hamilton City Bridge,Winter,NA
1989-06-30,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
1989-06-30,Ord Ferry Bridge To Princeton Ferry,Winter,NA
1989-07-06,Keswick to ACID Dam,Winter,0
1989-07-06,ACID Dam to Highway 44 Bridge,Winter,2
1989-07-06,Highway 44 Bridge to Airport Road Bridge,Winter,2
1989-07-06,Airport Road Bridge to Balls Ferry Bridge,Winter,0
1989-07-06,Balls Ferry Bridge to Battle Creek,Winter,0
1989-07-06,Battle Creek to Jellys Ferry Bridge,Winter,0
1989-07-06,Jellys Ferry Bridge to Bend Bridge,Winter,1
1989-07-06,Bend Bridge to Red Bluff Diversion Dam,Winter,0
1989-07-06,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
1989-07-06,Tehama Bridge To Woodson Bridge,Winter,0
1989-07-06,Woodson Bridge to Hamilton City Bridge,Winter,NA
1989-07-06,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
1989-07-06,Ord Ferry Bridge To Princeton Ferry,Winter,NA
1989-07-12,Keswick to ACID Dam,Winter,0
1989-07-12,ACID Dam to Highway 44 Bridge,Winter,0
1989-07-12,Highway 44 Bridge to Airport Road Bridge,Winter,4
1989-07-12,Airport Road Bridge to Balls Ferry Bridge,Winter,0
1989-07-12,Balls Ferry Bridge to Battle Creek,Winter,0
1989-07-12,Battle Creek to Jellys Ferry Bridge,Winter,0
1989-07-12,Jellys Ferry Bridge to Bend Bridge,Winter,1
1989-07-12,Bend Bridge to Red Bluff Diversion Dam,Winter,0
1989-07-12,Red Bluff Diversion Dam to Tehama Bridge,Winter,0
1989-07-12,Tehama Bridge To Woodson Bridge,Winter,1
1989-07-12,Woodson Bridge to Hamilton City Bridge,Winter,NA
1989-07-12,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
1989-07-12,Ord Ferry Bridge To Princeton Ferry,Winter,NA
1989-08-11,Keswick to ACID Dam,Winter,NA
1989-08-11,ACID Dam to Highway 44 Bridge,Winter,0
1989-08-11,Highway 44 Bridge to Airport Road Bridge,Winter,1
1989-08-11,Airport Road Bridge to Balls Ferry Bridge,Winter,0
1989-08-11,Balls Ferry Bridge to Battle Creek,Winter,0
1989-08-11,Battle Creek to Jellys Ferry Bridge,Winter,0
1989-08-11,Jellys Ferry Bridge to Bend Bridge,Winter,NA
1989-08-11,Bend Bridge to Red Bluff Diversion Dam,Winter,NA
1989-08-11,Red Bluff Diversion Dam to Tehama Bridge,Winter,NA
1989-08-11,Tehama Bridge To Woodson Bridge,Winter,NA
1989-08-11,Woodson Bridge to Hamilton City Bridge,Winter,NA
1989-08-11,Hamilton City Bridge to Ord Ferry Bridge,Winter,NA
1989-08-11,Ord Ferry Bridge To Princeton Ferry,Winter,NA
1989-09-14,Keswick to ACID Dam,Spring,0
1989-09-14,ACID Dam to Highway 44 Bridge,Spring,2
1989-09-14,Highway 44 Bridge to Airport Road Bridge,Spring,2
1989-09-14,Airport Road Bridge to Balls Ferry Bridge,Spring,0
1989-09-14,Balls Ferry Bridge to Battle Creek,Spring,0
1989-09-14,Battle Creek to Jellys Ferry Bridge,Spring,0
1989-09-14,Jellys Ferry Bridge to Bend Bridge,Spring,0
1989-09-14,Bend Bridge to Red Bluff Diversion Dam,Spring,0
1989-09-14,Red Bluff Diversion Dam to Tehama Bridge,Spring,0
1989-09-14,Tehama Bridge To Woodson Bridge,Spring,0
1989-09-14,Woodson Bridge to Hamilton City Bridge,Spring,0
1989-09-14,Hamilton City Bridge to Ord Ferry Bridge,Spring,NA
1989-09-14,Ord Ferry Bridge To Princeton Ferry,Spring,NA
1989-10-02,Keswick to ACID Dam,Fall,0
1989-10-02,ACID Dam to Highway 44 Bridge,Fall,23
1989-10-02,Highway 44 Bridge to Airport Road Bridge,Fall,44
1989-10-02,Airport Road Bridge to Balls Ferry Bridge,Fall,17
1989-10-02,Balls Ferry Bridge to Battle Creek,Fall,4
1989-10-02,Battle Creek to Jellys Ferry Bridge,Fall,0
1989-10-02,Jellys Ferry Bridge to Bend Bridge,Fall,0
1989-10-02,Bend Bridge to Red Bluff Diversion Dam,Fall,0
1989-10-02,Red Bluff Diversion Dam to Tehama Bridge,Fall,0
1989-10-02,Tehama Bridge To Woodson Bridge,Fall,0
1989-10-02,Woodson Bridge to Hamilton City Bridge,Fall,NA
1989-10-02,Hamilton City Bridge to Ord Ferry Bridge,Fall,NA
1989-10-02,Ord Ferry Bridge To Princeton Ferry,Fall,NA
1989-10-09,Keswick to ACID Dam,Fall,3
1989-10-09,ACID Dam to Highway 44 Bridge,Fall,76
1989-10-09,Highway 44 Bridge to Airport Road Bridge,Fall,320
1989-10-09,Airport Road Bridge to Balls Ferry Bridge,Fall,74
1989-10-09,Balls Ferry Bridge to Battle Creek,Fall,29
1989-10-09,Battle Creek to Jellys Ferry Bridge,Fall,29
1989-10-09,Jellys Ferry Bridge to Bend Bridge,Fall,21
1989-10-09,Bend Bridge to Red Bluff Diversion Dam,Fall,2
1989-10-09,Red Bluff Diversion Dam to Tehama Bridge,Fall,21
1989-10-09,Tehama Bridge To Woodson Bridge,Fall,7
1989-10-09,Woodson Bridge to Hamilton City Bridge,Fall,NA
1989-10-09,Hamilton City Bridge to Ord Ferry Bridge,Fall,NA
1989-10-09,Ord Ferry Bridge To Princeton Ferry,Fall,NA
1989-10-20,Keswick to ACID Dam,Fall,11
1989-10-20,ACID Dam to Highway 44 Bridge,Fall,170
1989-10-20,Highway 44 Bridge to Airport Road Bridge,Fall,403
1989-10-20,Airport Road Bridge to Balls Ferry Bridge,Fall,234
1989-10-20,Balls Ferry Bridge to Battle Creek,Fall,91
1989-10-20,Battle Creek to Jellys Ferry Bridge,Fall,95
1989-10-20,Jellys Ferry Bridge to Bend Bridge,Fall,68
1989-10-20,Bend Bridge to Red Bluff Diversion Dam,Fall,10
1989-10-20,Red Bluff Diversion Dam to Tehama Bridge,Fall,154
1989-10-20,Tehama Bridge To Woodson Bridge,Fall,73
1989-10-20,Woodson Bridge to Hamilton City Bridge,Fall,10
1989-10-20,Hamilton City Bridge to Ord Ferry Bridge,Fall,3
1989-10-20,Ord Ferry Bridge To Princeton Ferry,Fall,NA
1989-11-02,Keswick to ACID Dam,Fall,177
1989-11-02,ACID Dam to Highway 44 Bridge,Fall,160
1989-11-02,Highway 44 Bridge to Airport Road Bridge,Fall,568
1989-11-02,Airport Road Bridge to Balls Ferry Bridge,Fall,376
1989-11-02,Balls Ferry Bridge to Battle Creek,Fall,207
1989-11-02,Battle Creek to Jellys Ferry Bridge,Fall,163
1989-11-02,Jellys Ferry Bridge to Bend Bridge,Fall,82
1989-11-02,Bend Bridge to Red Bluff Diversion Dam,Fall,7
1989-11-02,Red Bluff Diversion Dam to Tehama Bridge,Fall,238
1989-11-02,Tehama Bridge To Woodson Bridge,Fall,97
1989-11-02,Woodson Bridge to Hamilton City Bridge,Fall,33
1989-11-02,Hamilton City Bridge to Ord Ferry Bridge,Fall,23
1989-11-02,Ord Ferry Bridge To Princeton Ferry,Fall,2
1989-11-20,Keswick to ACID Dam,Fall,132
1989-11-20,ACID Dam to Highway 44 Bridge,Fall,80
1989-11-20,Highway 44 Bridge to Airport Road Bridge,Fall,458
1989-11-20,Airport Road Bridge to Balls Ferry Bridge,Fall,136
1989-11-20,Balls Ferry Bridge to Battle Creek,Fall,64
1989-11-20,Battle Creek to Jellys Ferry Bridge,Fall,121
1989-11-20,Jellys Ferry Bridge to Bend Bridge,Fall,61
1989-11-20,Bend Bridge to Red Bluff Diversion Dam,Fall,4
1989-11-20,Red Bluff Diversion Dam to Tehama Bridge,Fall,122
1989-11-20,Tehama Bridge To Woodson Bridge,Fall,70
1989-11-20,Woodson Bridge to Hamilton City Bridge,Fall,24
1989-11-20,Hamilton City Bridge to Ord Ferry Bridge,Fall,23
1989-11-20,Ord Ferry Bridge To Princeton Ferry,Fall,5
1990-01-29,Keswick to ACID Dam,Late-Fall,15
1990-01-29,ACID Dam to Highway 44 Bridge,Late-Fall,19
1990-01-29,Highway 44 Bridge to Airport Road Bridge,Late-Fall,24
1990-01-29,Airport Road Bridge to Balls Ferry Bridge,Late-Fall,6
1990-01-29,Balls Ferry Bridge to Battle Creek,Late-Fall,2
1990-01-29,Battle Creek to Jellys Ferry Bridge,Late-Fall,3
1990-01-29,Jellys Ferry Bridge to Bend Bridge,Late-Fall,1
1990-01-29,Bend Bridge to Red Bluff Diversion Dam,Late-Fall,0
1990-01-29,Red Bluff Diversion Dam to Tehama Bridge,Late-Fall,5
1990-01-29,Tehama Bridge To Woodson Bridge,Late-Fall,9
1990-01-29,Woodson Bridge to Hamilton City Bridge,Late-Fall,5
1990-01-29,Hamilton City Bridge to Ord Ferry Bridge,Late-Fall,5
1990-01-29,Ord Ferry Bridge To Princeton Ferry,Late-Fall,NA
1990-02-15,Keswick to ACID Dam,Late-Fall,19
1990-02-15,ACID Dam to Highway 44 Bridge,Late-Fall,13
1990-02-15,Highway 44 Bridge to Airport Road Bridge,Late-Fall,63
1990-02-15,Airport Road Bridge to Balls Ferry Bridge,Late-Fall,5
1990-02-15,Balls Ferry Bridge to Battle Creek,Late-Fall,1
1990-02-15,Battle Creek to Jellys Ferry Bridge,Late-Fall,1
1990-02-15,Jellys Ferry Bridge to Bend Bridge,Late-Fall,2
1990-02-15,Bend Bridge to Red Bluff Diversion Dam,Late-Fall,0
1990-02-15,Red Bluff Diversion Dam to Tehama Bridge,Late-Fall,2
1990-02-15,Tehama Bridge To Woodson Bridge,Late-Fall,0
1990-02-15,Woodson Bridge to Hamilton City Bridge,Late-Fall,NA
1990-02-15,Hamilton City Bridge to Ord Ferry Bridge,Late-Fall,NA
1990-02-15,Ord Ferry Bridge To Princeton Ferry,Late-Fall,NA
1990-03-13,Keswick to ACID Dam,Late-Fall,5
1990-03-13,ACID Dam to Highway 44 Bridge,Late-Fall,1
1990-03-13,Highway 44 Bridge to Airport Road Bridge,Late-Fall,6
1990-03-13,Airport Road Bridge to Balls Ferry Bridge,Late-Fall,6
1990-03-13,Balls Ferry Bridge to Battle Creek,Late-Fall,1
